;sexo;tipo_de_emprendimiento;idea_negocio;barrio;estrato;comuna_ciudadano;monto_del_credito;línea_credito;fecha_de_beneficio
2771;femenino;comercio;marqueteria;robledo;2;7.0;2000000;microempresarial;2017-11-20
2772;femenino;comercio;comidas rapidas;guayabal;3;15.0;6000000;microempresarial;2018-02-13
2773;femenino;servicio;tienda de helados;robledo;2;7.0;6500000;microempresarial;2016-04-21
2774;femenino;comercio;restaurante;altavista;2;70.0;5000000;microempresarial;2018-04-04
2775;masculino;comercio;variedades;manrique central no. 1;2;4.0;5000000;microempresarial;2018-04-26
2776;femenino;comercio;miscelanea;robledo;2;7.0;7000000;microempresarial;2018-03-21
2777;masculino;comercio;publicidad y;buenos aires;3;9.0;30246396;empresarial ed.;2017-02-07
2778;femenino;comercio;comidas rapidas;barrio caicedo;1;9.0;5000000;microempresarial;2018-02-02
2779;masculino;comercio;tienda de helados;aranjuez;3;4.0;5000000;microempresarial;2016-06-13
2780;femenino;comercio;comidas rapidas;andalucia;2;2.0;3000000;microempresarial;2018-11-07
2781;femenino;industria;fabrica de;el salado;1;13.0;5000000;microempresarial;2018-03-23
2782;femenino;servicio;peluqueria;pedregal alto;2;60.0;6500000;microempresarial;2018-11-28
2783;femenino;servicio;productos de belleza;aranjuez;3;4.0;7800000;microempresarial;2018-07-10
2784;masculino;comercio;tienda;belen;2;16.0;7370000;microempresarial;2017-11-15
2785;femenino;comercio;almacen de ropa en;popular;2;1.0;3000000;microempresarial;2018-07-04
2786;femenino;comercio;distribuidora de;la milagrosa;3;9.0;7377170;microempresarial;2018-08-13
2787;femenino;servicio;peluqueria;san javier no.1;1;13.0;7300000;microempresarial;2018-02-01
2788;femenino;industria;fabrica de;robledo;2;7.0;7000000;microempresarial;2018-08-24
2789;femenino;comercio;variedades;santa cruz;2;2.0;6000000;microempresarial;2017-09-15
2790;femenino;servicio;carpinteria;aranjuez;3;4.0;7370000;microempresarial;2017-05-30
2791;masculino;servicio;barberia;manrique oriental;1;3.0;5000000;microempresarial;2018-08-08
2792;femenino;industria;papeleria;cataluna;3;9.0;3000000;microempresarial;2018-09-05
2793;masculino;servicio;tienda;san antonio;2;8.0;737717;microempresarial;2017-12-26
2794;femenino;comercio;comidas rapidas;las palmas;3;10.0;5000000;microempresarial;2018-10-24
2795;masculino;comercio;cafe e internet;belen;2;16.0;1000000;microempresarial;2016-10-28
2796;femenino;comercio;tienda;barrio caicedo;1;9.0;5000000;microempresarial;2018-04-18
2798;femenino;comercio;almacen de ropa en;trinidad;3;15.0;5000000;microempresarial;2018-03-06
2799;femenino;servicio;variedades;santo domingo savio ;2;1.0;6800000;microempresarial;2016-10-05
2800;masculino;comercio;variedades;jesus nazareno;3;10.0;2000000;microempresarial;2018-09-24
2801;masculino;comercio;variedades;manrique central no. 2;2;3.0;8200000;microempresarial;2019-01-15
2802;masculino;agropecuaria;criadero de animales;palmitas;2;50.0;15000000;agropecuaria;2018-06-20
2803;femenino;servicio;almacen de ropa en;belen;3;16.0;7800000;microempresarial;2018-12-06
2804;femenino;industria;fabrica de;20 de julio;1;13.0;6890000;microempresarial;2016-09-14
2805;masculino;servicio;publicidad y;aranjuez;2;4.0;7000000;microempresarial;2017-08-02
2806;masculino;servicio;montallantas;manrique oriental;2;3.0;7000000;microempresarial;2017-03-08
2807;masculino;servicio;mantenimiento en;enciso;2;8.0;8000000;microempresarial;2019-05-16
2808;masculino;servicio;cafe e internet;enciso;2;8.0;7000000;microempresarial;2017-05-26
2809;femenino;comercio;variedades;campo valdes no. 1;3;4.0;6890000;microempresarial;2016-09-13
2810;femenino;industria;fabrica de;manrique central no. 2;3;3.0;3000000;microempresarial;2017-03-09
2811;femenino;industria;fabrica de;robledo;3;7.0;6894540;microempresarial;2016-06-14
2812;masculino;servicio;mantenimiento en;florencia;3;5.0;7000000;microempresarial;2019-01-29
2813;femenino;agropecuaria;viveros;san javier no.1;2;13.0;5000000;agropecuaria;2016-06-08
2814;femenino;comercio;almacen de ropa en;doce de octubre no.1;2;6.0;6890000;microempresarial;2016-11-03
2816;femenino;industria;marroquineria;cabecera san cristobal;3;60.0;7000000;microempresarial;2017-10-23
2817;femenino;comercio;peluqueria;la floresta;2;12.0;7000000;microempresarial;2017-06-20
2819;femenino;comercio;variedades;robledo;3;7.0;7300000;microempresarial;2017-02-20
2820;femenino;servicio;peluqueria;manrique central no. 2;2;3.0;6000000;microempresarial;2017-11-29
2821;masculino;comercio;legumbreria;popular;2;1.0;6000000;microempresarial;2016-12-23
2822;femenino;comercio;tienda;manrique central no. 2;3;3.0;2000000;microempresarial;2017-08-11
2823;femenino;servicio;peluqueria;manrique central no. 1;3;4.0;7300000;microempresarial;2017-08-24
2824;femenino;industria;fabrica de;belen;2;16.0;6800000;microempresarial;2016-12-05
2825;masculino;comercio;taller de mecanica;santander;2;6.0;7800000;microempresarial;2018-01-24
2826;femenino;industria;fabrica de;enciso;2;8.0;5000000;microempresarial;2017-01-13
2827;masculino;servicio;fabrica de helados;florencia;3;5.0;7800000;microempresarial;2018-02-27
2828;femenino;comercio;variedades;miranda;2;4.0;6000000;microempresarial;2018-10-24
2829;masculino;comercio;comidas rapidas;buenos aires;2;9.0;4000000;microempresarial;2018-03-13
2830;masculino;comercio;fabrica de;robledo;3;7.0;17187000;empresarial ed.;2018-07-31
2831;masculino;servicio;taller de mecanica;san pablo;1;1.0;7300000;microempresarial;2017-09-05
2832;masculino;servicio;comidas rapidas;cabecera san cristobal;1;60.0;6890000;microempresarial;2016-11-17
2833;femenino;comercio;almacen de ropa en;belen;3;16.0;3000000;microempresarial;2017-07-19
2834;femenino;industria;fabrica de;robledo;3;7.0;7377000;microempresarial;2017-08-28
2835;masculino;comercio;variedades;santa cruz;2;2.0;5500000;microempresarial;2017-02-23
2836;femenino;servicio;cafeteria;barrio caicedo;2;9.0;1500000;microempresarial;2017-02-28
2837;masculino;industria;fabrica de;manrique central no. 1;1;4.0;7800000;microempresarial;2018-04-26
2838;masculino;comercio;panaderia;villa guadalupe;2;1.0;7300000;microempresarial;2017-11-02
2839;femenino;comercio;comidas rapidas;manrique central no. 2;2;3.0;4000000;microempresarial;2017-04-18
2840;femenino;servicio;peluqueria;doce de octubre no.1;1;6.0;5000000;microempresarial;2018-08-28
2841;femenino;comercio;distribuidora de;la milagrosa;3;9.0;6890000;microempresarial;2016-10-20
2842;femenino;comercio;tienda;robledo;1;7.0;7300000;microempresarial;2017-03-24
2843;masculino;industria;fabrica de;cabecera san cristobal;3;60.0;236824;microempresarial;2016-10-05
2844;femenino;comercio;variedades;popular;2;1.0;4000000;microempresarial;2017-09-21
2845;femenino;industria;fabrica de;nuevos conquistadores;1;13.0;7370000;microempresarial;2017-05-23
2847;femenino;comercio;tienda de helados;castilla;3;5.0;6000000;microempresarial;2017-01-13
2848;femenino;comercio;comidas rapidas;barrio caicedo;2;9.0;7800000;microempresarial;2018-08-06
2849;femenino;industria;fabrica de;aranjuez;2;4.0;3000000;microempresarial;2017-11-22
2850;masculino;comercio;charcuteria;robledo;2;7.0;75000000;microempresarial;2017-05-17
2851;masculino;comercio;taller de electronica;campo valdes no. 1;3;4.0;7812000;microempresarial;2018-01-16
2853;femenino;servicio;lavanderia;moravia;0;4.0;3000000;microempresarial;2016-07-12
2854;femenino;servicio;fabrica de;la milagrosa;3;9.0;6890000;microempresarial;2016-09-06
2855;masculino;industria;fabrica de calzado;campo valdes no. 2;3;3.0;7800000;microempresarial;2018-09-20
2856;masculino;comercio;marroquineria;santa cruz;2;2.0;4500000;microempresarial;2018-05-16
2858;femenino;comercio;restaurante;la floresta;2;12.0;7370000;microempresarial;2017-12-04
2859;masculino;comercio;venta de repuestos;doce de octubre no.1;2;6.0;8200000;microempresarial;2019-02-15
2860;femenino;industria;fabrica de;aranjuez;3;4.0;6000000;microempresarial;2018-07-09
2861;femenino;servicio;peluqueria;san javier no.1;1;13.0;3000000;microempresarial;2016-06-07
2862;masculino;comercio;tienda;manrique oriental;2;3.0;4500000;microempresarial;2016-05-26
2863;femenino;industria;fabrica de;robledo;2;7.0;7000000;microempresarial;2018-02-26
2865;femenino;comercio;variedades;juan xxiii la quiebra;1;13.0;1000000;microempresarial;2018-03-14
2866;femenino;industria;fabrica de;castilla;2;5.0;7300000;microempresarial;2017-11-21
2867;masculino;comercio;variedades;santo domingo savio ;1;1.0;3000000;microempresarial;2018-04-12
2868;femenino;comercio;variedades;popular;2;1.0;7000000;microempresarial;2018-10-11
2869;femenino;industria;fabrica de;manrique central no. 1;2;4.0;6000000;microempresarial;2017-10-12
2870;femenino;industria;fabrica de;santa cruz;2;2.0;5000000;microempresarial;2016-07-08
2871;femenino;comercio;tienda de helados;cabecera san antonio ;2;80.0;4000000;microempresarial;2018-01-30
2872;femenino;industria;fabrica de;20 de julio;1;13.0;5000000;microempresarial;2016-06-02
2873;masculino;comercio;variedades;doce de octubre no.1;2;6.0;7377000;microempresarial;2017-01-13
2874;masculino;agropecuaria;sembrados;cabecera san cristobal;2;60.0;10000000;agropecuaria;2018-06-19
2875;femenino;comercio;almacen de ropa en;carpinelo;1;1.0;7000000;microempresarial;2018-10-31
2876;femenino;industria;cerrajeria;san javier no.1;1;13.0;6890000;microempresarial;2016-10-11
2877;femenino;servicio;cafe e internet;robledo;2;7.0;6895000;microempresarial;2016-05-10
2878;masculino;comercio;cafe e internet;bello horizonte;1;7.0;7000000;microempresarial;2017-04-04
2879;femenino;comercio;variedades;las palmas;2;90.0;7000000;microempresarial;2017-03-02
2880;femenino;comercio;tienda;manrique central no. 1;3;4.0;3500000;microempresarial;2018-03-13
2881;masculino;comercio;comidas rapidas;san javier no.1;3;13.0;7800000;microempresarial;2018-04-25
2882;femenino;comercio;mantenimiento en;san javier no.1;2;13.0;6000000;microempresarial;2018-08-30
2883;femenino;comercio;almacen de ropa en;aranjuez;3;4.0;7000000;microempresarial;2017-02-20
2884;masculino;comercio;variedades;popular;1;1.0;7800000;microempresarial;2018-07-19
2885;femenino;comercio;comidas rapidas;aranjuez;2;4.0;1500000;microempresarial;2018-02-13
2886;femenino;servicio;charcuteria;castilla;3;5.0;6890000;microempresarial;2016-07-25
2887;femenino;comercio;variedades;santa cruz;2;2.0;7000000;microempresarial;2017-10-24
2888;masculino;servicio;taller de mecanica;buenos aires;3;9.0;3500000;microempresarial;2016-09-19
2889;femenino;industria;fabrica de;florencia;3;5.0;4000000;microempresarial;2017-07-31
2890;femenino;comercio;fabrica de productos;enciso;1;8.0;6000000;microempresarial;2019-04-23
2891;femenino;comercio;variedades;jesus nazareno;3;10.0;5000000;microempresarial;2018-03-08
2892;femenino;comercio;variedades;belen;2;16.0;5500000;microempresarial;2017-10-13
2894;femenino;servicio;mantenimiento en;robledo;2;7.0;5000000;microempresarial;2018-05-22
2895;masculino;comercio;almacen de ropa en;popular;2;1.0;8281000;microempresarial;2019-03-19
2896;masculino;industria;carpinteria;belen;2;16.0;7377000;microempresarial;2017-04-03
2897;femenino;comercio;drogueria;palermo;2;4.0;15000000;empresarial ed.;2016-05-16
2898;femenino;servicio;comidas rapidas;blanquizal;1;13.0;6000000;microempresarial;2016-07-08
2899;femenino;comercio;legumbreria;doce de octubre no.1;2;6.0;1000000;microempresarial;2018-02-28
2900;femenino;comercio;almacen de ropa en;manrique central no. 1;3;4.0;7000000;microempresarial;2018-02-05
2901;masculino;servicio;mantenimiento en;manrique central no. 2;2;3.0;6000000;microempresarial;2018-01-22
2902;masculino;comercio;variedades;castilla;2;5.0;7300000;microempresarial;2017-06-27
2903;femenino;comercio;charcuteria;toscana;2;5.0;6890000;microempresarial;2016-10-06
2904;femenino;servicio;peluqueria;belen;3;16.0;2000000;microempresarial;2017-05-19
2905;femenino;comercio;tienda;robledo;2;7.0;7800000;microempresarial;2018-06-07
2906;masculino;servicio;servicios;belen;3;16.0;8281000;microempresarial;2019-02-22
2907;femenino;comercio;fabrica de;la loma;2;60.0;6000000;microempresarial;2018-06-08
2908;femenino;comercio;variedades;robledo;2;7.0;4000000;microempresarial;2016-08-19
2909;masculino;comercio;comidas rapidas;villatina;1;8.0;7800000;microempresarial;2018-03-01
2910;masculino;comercio;venta de calzado;manrique oriental;2;3.0;3000000;microempresarial;2018-11-14
2911;femenino;comercio;tienda naturista;la sierra;1;8.0;7000000;microempresarial;2018-02-16
2912;masculino;servicio;mantenimiento en;castilla;3;5.0;7800000;microempresarial;2018-09-24
2913;femenino;servicio;comidas rapidas;pablo vi;2;2.0;5000000;microempresarial;2016-04-22
2914;femenino;industria;fabrica de;san pablo;2;1.0;4000000;microempresarial;2018-07-06
2915;masculino;servicio;legumbreria;juan xxiii la quiebra;1;13.0;4000000;microempresarial;2018-01-19
2916;masculino;industria;recreativo educativo;robledo;3;7.0;8281160;microempresarial;2019-05-03
2917;femenino;comercio;granero;robledo;2;13.0;6800000;microempresarial;2016-09-20
2918;femenino;comercio;fabrica de;enciso;2;8.0;7000000;microempresarial;2018-03-06
2919;femenino;comercio;variedades;doce de octubre no.1;2;6.0;6890000;microempresarial;2016-12-13
2920;masculino;comercio;almacen de ropa en;playon de los ;2;2.0;6890000;microempresarial;2016-07-14
2921;masculino;comercio;tienda;belen;3;16.0;7800000;microempresarial;2018-02-14
2922;femenino;servicio;comidas rapidas;manrique oriental;2;3.0;6800000;microempresarial;2016-05-26
2923;masculino;comercio;comidas rapidas;boyaca;3;5.0;3000000;microempresarial;2017-01-27
2924;femenino;servicio;fotografia;manrique central no. 1;1;4.0;8200000;microempresarial;2019-03-20
2925;femenino;comercio;montallantas;popular;1;1.0;7377000;microempresarial;2017-04-26
2926;masculino;servicio;barberia;manrique central no. 2;2;3.0;7500000;microempresarial;2018-03-02
2927;masculino;servicio;carpinteria;manrique oriental;2;3.0;4000000;microempresarial;2016-09-05
2928;masculino;industria;fabrica de traperos;belen;2;16.0;5000000;microempresarial;2019-05-29
2929;masculino;comercio;almacen de ropa en;aranjuez;2;4.0;6000000;microempresarial;2018-01-26
2930;masculino;comercio;venta de calzado;santa cruz;2;2.0;7377000;microempresarial;2017-04-20
2931;femenino;servicio;tienda;belalcazar;2;5.0;6000000;microempresarial;2019-02-27
2932;femenino;servicio;cafe e internet;santo domingo savio ;2;1.0;7800000;microempresarial;2018-07-05
2933;femenino;comercio;tienda;manrique central no. 2;2;3.0;7300000;microempresarial;2017-06-30
2934;femenino;servicio;variedades;belen;3;16.0;4500000;microempresarial;2017-12-07
2935;masculino;comercio;tienda;boyaca;3;5.0;3000000;microempresarial;2018-01-18
2936;femenino;comercio;almacen de ropa en;buenos aires;2;9.0;2500000;microempresarial;2016-11-01
2938;femenino;comercio;variedades;santo domingo savio ;1;1.0;1200000;microempresarial;2016-11-23
2939;femenino;industria;fabrica de;santo domingo savio ;2;1.0;7800000;microempresarial;2018-10-03
2940;masculino;servicio;publicidad y;guayabal;3;15.0;7583994;empresarial ed.;2016-12-13
2941;femenino;comercio;variedades;manrique central no. 1;2;4.0;7800000;microempresarial;2018-03-08
2942;masculino;industria;fabrica de;santa monica;1;12.0;7800000;microempresarial;2018-06-15
2943;femenino;servicio;comidas rapidas;aranjuez;2;4.0;4000000;microempresarial;2018-11-30
2944;femenino;comercio;comidas rapidas;tricentenario;3;5.0;5000000;microempresarial;2017-04-26
2945;masculino;servicio;peluqueria;robledo;2;7.0;6890000;microempresarial;2016-08-09
2946;masculino;comercio;tienda;manrique central no. 1;2;4.0;1000000;microempresarial;2018-08-29
2947;femenino;servicio;recreativo educativo;santa cruz;2;2.0;6894000;juridica y cap.semilla;2016-12-07
2948;masculino;comercio;variedades;manrique oriental;1;3.0;4300000;microempresarial;2018-02-22
2949;femenino;comercio;venta de calzado;villa hermosa;3;8.0;6000000;microempresarial;2017-01-19
2950;femenino;comercio;tienda;robledo;1;7.0;3000000;microempresarial;2019-03-07
2951;masculino;industria;fabrica de calzado;la milagrosa;3;9.0;7000000;microempresarial;2017-05-19
2953;femenino;servicio;distribuidora de;robledo;2;7.0;5000000;microempresarial;2016-09-05
2954;masculino;comercio;legumbreria;la floresta;1;12.0;4000000;microempresarial;2016-03-29
2955;femenino;comercio;charcuteria;manrique central no. 1;3;4.0;3000000;microempresarial;2016-10-19
2956;masculino;servicio;cafe e internet;enciso;2;8.0;7800000;microempresarial;2018-04-09
2957;masculino;comercio;variedades;prado;3;10.0;7370000;microempresarial;2017-06-02
2958;femenino;servicio;peluqueria;cabecera san antonio ;2;80.0;1300000;microempresarial;2018-08-03
2959;femenino;industria;fabrica de;20 de julio;1;13.0;3300000;microempresarial;2017-08-18
2960;femenino;industria;fabrica de;campo valdes no. 1;3;4.0;4000000;microempresarial;2018-06-22
2961;femenino;servicio;peluqueria;aranjuez;2;4.0;6800000;microempresarial;2016-11-17
2962;masculino;servicio;lavanderia;villatina;1;8.0;2500000;microempresarial;2019-04-05
2963;femenino;industria;fabrica de;el salvador;3;9.0;3200000;microempresarial;2016-07-15
2964;femenino;comercio;restaurante;el corazon;2;13.0;6800000;microempresarial;2016-10-05
2965;femenino;comercio;tienda;carpinelo;1;1.0;7800000;microempresarial;2018-11-21
2966;masculino;comercio;variedades;boston;3;10.0;6000000;microempresarial;2018-06-08
2967;masculino;comercio;lavanderia;cordoba;3;7.0;7000000;microempresarial;2017-04-07
2968;femenino;comercio;variedades;playon de los ;2;2.0;3000000;microempresarial;2018-06-06
2969;femenino;comercio;distribuidora de;boston;3;10.0;7800000;microempresarial;2018-05-07
2970;masculino;industria;fabrica de;villa hermosa;3;8.0;7800000;microempresarial;2018-08-06
2971;masculino;industria;fabrica de muebles;popular;2;1.0;7000000;microempresarial;2018-06-14
2972;masculino;comercio;productos de belleza;santo domingo savio ;1;1.0;2000000;microempresarial;2018-09-14
2974;masculino;comercio;restaurante;manrique central no. 1;3;4.0;7377000;microempresarial;2017-04-05
2975;femenino;comercio;legumbreria;popular;1;1.0;7000000;microempresarial;2018-08-29
2976;femenino;comercio;variedades;toscana;2;5.0;4500000;microempresarial;2018-10-30
2977;femenino;comercio;fabrica de;cabecera san antonio ;2;80.0;1500000;microempresarial;2017-07-06
2978;femenino;comercio;variedades;la milagrosa;1;9.0;7300000;microempresarial;2018-03-13
2979;masculino;comercio;tienda;belen;3;16.0;7370000;microempresarial;2017-11-22
2981;femenino;comercio;distribuidora de;pedregal;3;6.0;5000000;microempresarial;2017-04-07
2982;masculino;comercio;tienda;san javier no.1;1;13.0;7800000;microempresarial;2018-05-16
2983;femenino;servicio;mantenimiento en;la america;3;12.0;6000000;microempresarial;2017-03-02
2984;masculino;comercio;fabrica de helados;castilla;3;5.0;7500000;microempresarial;2018-07-23
2985;femenino;comercio;almacen de ropa en;aranjuez;3;4.0;7812000;microempresarial;2018-05-31
2986;femenino;industria;fabrica de;el rodeo;3;15.0;6000000;microempresarial;2017-06-15
2987;masculino;comercio;charcuteria;doce de octubre no.1;2;6.0;7000000;microempresarial;2017-02-08
2988;femenino;industria;fabrica de;la milagrosa;3;9.0;4500000;microempresarial;2016-12-20
2989;femenino;comercio;tienda;playon de los ;2;2.0;6000000;microempresarial;2016-02-19
2991;masculino;industria;fabrica de;la francia;1;2.0;4000000;microempresarial;2018-03-06
2992;femenino;industria;fabrica de;veinte de julio;2;13.0;6800000;microempresarial;2016-02-09
2993;masculino;comercio;marroquineria;playon de los ;1;2.0;5000000;microempresarial;2018-12-17
2994;femenino;comercio;distribuidora de;santa cruz;2;2.0;7377000;microempresarial;2017-05-09
2995;masculino;servicio;productos de belleza;robledo;2;7.0;8200000;microempresarial;2019-01-18
2996;femenino;comercio;papeleria;manrique central no. 2;3;3.0;7800000;microempresarial;2018-02-09
2998;masculino;comercio;fabrica de;aranjuez;3;4.0;6000000;microempresarial;2019-06-06
2999;femenino;comercio;distribuidora de;popular;2;1.0;7300000;microempresarial;2017-12-27
3000;femenino;comercio;comidas rapidas;pedregal;2;6.0;7377000;microempresarial;2017-06-28
3001;masculino;comercio;comidas rapidas;santa cruz;2;2.0;5000000;microempresarial;2018-07-12
3002;femenino;comercio;tienda;buenos aires;2;9.0;7800000;microempresarial;2018-10-03
3003;femenino;comercio;variedades;robledo;3;7.0;10000000;juridica y cap.semilla;2018-06-08
3004;femenino;comercio;tienda de helados;barrio caicedo;2;9.0;5000000;microempresarial;2017-09-14
3005;femenino;comercio;comidas rapidas;castilla;3;5.0;7370000;microempresarial;2017-01-30
3006;femenino;comercio;almacen de ropa en;aranjuez;3;4.0;7000000;microempresarial;2018-05-02
3007;femenino;comercio;miscelanea;llanaditas;1;8.0;7377000;microempresarial;2017-05-17
3008;femenino;comercio;variedades;pedregal;3;6.0;3000000;microempresarial;2017-10-03
3009;femenino;comercio;distribuidora de;la loma;2;60.0;19500000;microempresarial;2018-01-17
3010;femenino;industria;fabrica de;altavista;2;70.0;6000000;microempresarial;2018-09-05
3011;masculino;industria;fabrica de calzado;santa cruz;2;2.0;6000000;microempresarial;2018-08-02
3012;femenino;comercio;comidas rapidas;cabecera san antonio ;3;80.0;7377170;microempresarial;2017-03-09
3013;femenino;comercio;miscelanea;santo domingo savio ;2;1.0;6000000;microempresarial;2017-08-24
3014;femenino;comercio;pañalera;buenos aires;2;9.0;7370000;microempresarial;2017-05-31
3015;femenino;servicio;variedades;santa cruz;2;2.0;4000000;microempresarial;2017-11-27
3016;femenino;comercio;fabrica de;santa cruz;2;2.0;7377000;microempresarial;2017-06-23
3017;femenino;industria;fabrica de;santo domingo savio ;2;1.0;7300000;microempresarial;2017-09-18
3018;masculino;industria;mantenimiento en;picachito;1;6.0;7800000;microempresarial;2018-05-11
3019;masculino;comercio;tienda;la america;3;12.0;5000000;microempresarial;2017-10-04
3020;masculino;comercio;tienda;santo domingo savio ;2;1.0;7800000;microempresarial;2018-06-05
3021;masculino;comercio;granero;alejandro echavarria;3;9.0;7800000;microempresarial;2018-02-16
3023;femenino;comercio;comidas rapidas;barrio caicedo;2;9.0;7300000;microempresarial;2017-12-04
3024;femenino;comercio;cerrajeria;moravia;2;4.0;7800000;microempresarial;2018-07-10
3025;femenino;comercio;tienda;el pesebre;1;13.0;5000000;microempresarial;2018-08-29
3026;masculino;comercio;comidas rapidas;popular;2;1.0;6000000;microempresarial;2018-04-23
3027;femenino;servicio;restaurante;manrique central no. 2;1;3.0;7800000;microempresarial;2018-01-26
3028;masculino;comercio;distribuidora de;robledo;2;7.0;6000000;microempresarial;2016-04-28
3030;femenino;comercio;tienda;manrique oriental;2;3.0;6750000;microempresarial;2019-04-29
3031;masculino;comercio;almacen de ropa en;robledo;2;7.0;3500000;microempresarial;2017-07-06
3032;femenino;comercio;variedades;barrio caicedo;2;9.0;63000000;microempresarial;2017-05-04
3033;masculino;comercio;variedades;robledo;2;7.0;2000000;microempresarial;2016-07-12
3034;masculino;comercio;recreativo educativo;prado;2;10.0;6890000;microempresarial;2016-05-13
3035;femenino;comercio;variedades;santo domingo savio ;2;1.0;1200000;microempresarial;2018-04-27
3036;masculino;comercio;restaurante;enciso;2;8.0;7000000;microempresarial;2017-01-30
3037;masculino;industria;fabrica de;robledo;1;7.0;7370000;microempresarial;2017-02-20
3038;femenino;comercio;variedades;belen;3;16.0;6000000;microempresarial;2017-11-16
3039;femenino;comercio;comidas rapidas;juan xxiii la quiebra;1;13.0;7000000;microempresarial;2017-11-29
3040;masculino;industria;fabrica de muebles;alfonso lopez;3;5.0;1500000;microempresarial;2017-06-01
3042;masculino;servicio;fabrica de juegos;cordoba;2;10.0;6000000;microempresarial;2019-06-19
3043;femenino;comercio;comidas rapidas;la pradera;2;13.0;6000000;microempresarial;2018-11-15
3044;femenino;comercio;comidas rapidas;manrique central no. 2;2;3.0;4000000;microempresarial;2019-05-27
3045;masculino;comercio;recreativo educativo;la esperanza;1;6.0;2000000;microempresarial;2017-06-15
3046;femenino;comercio;comidas rapidas;trinidad;3;15.0;3000000;microempresarial;2017-12-14
3047;masculino;comercio;comidas rapidas;playon de los ;2;2.0;4000000;microempresarial;2018-11-27
3048;femenino;comercio;almacen de ropa en;palermo;2;4.0;7377000;microempresarial;2017-11-28
3049;femenino;industria;fabrica de;san javier no.1;1;13.0;7800000;microempresarial;2018-06-20
3050;femenino;comercio;panaderia;trinidad;3;15.0;6000000;microempresarial;2017-11-07
3051;masculino;comercio;tienda;aranjuez;3;4.0;7800000;microempresarial;2018-04-09
3052;femenino;comercio;cafeteria;santo domingo savio ;2;1.0;7300000;microempresarial;2017-09-05
3053;masculino;comercio;cafeteria;san javier no.1;2;13.0;4000000;microempresarial;2016-11-03
3054;masculino;comercio;variedades;robledo;2;7.0;6000000;microempresarial;2016-02-24
3055;masculino;comercio;miscelanea;santander;2;6.0;5000000;microempresarial;2017-01-10
3056;masculino;comercio;deposito de;manrique central no. 2;1;3.0;6890000;microempresarial;2016-05-26
3057;femenino;industria;distribuidora de;cabecera san antonio ;2;80.0;3000000;microempresarial;2016-11-03
3058;femenino;comercio;comidas rapidas;castilla;3;5.0;4300000;microempresarial;2017-12-13
3059;masculino;servicio;recreativo educativo;campo valdes no. 1;2;4.0;6600000;microempresarial;2019-03-07
3060;masculino;comercio;comidas rapidas;belen;2;16.0;4400000;microempresarial;2017-11-08
3061;femenino;industria;fabrica de;belen;3;16.0;5700000;microempresarial;2017-01-25
3062;femenino;comercio;fabrica de;barrio caicedo;1;9.0;1800000;microempresarial;2018-04-25
3063;femenino;comercio;variedades;manrique central no. 1;3;4.0;7800000;microempresarial;2018-09-03
3064;masculino;comercio;tienda de helados;san javier no.1;2;13.0;27000000;empresarial ed.;2016-07-19
3065;masculino;comercio;fabrica de;santo domingo savio ;1;1.0;7300000;microempresarial;2018-01-26
3066;masculino;servicio;barberia;enciso;2;8.0;6890000;microempresarial;2016-08-23
3067;femenino;comercio;almacen de ropa en;cabecera san cristobal;3;60.0;3000000;microempresarial;2016-11-08
3068;femenino;industria;variedades;campo valdes no. 1;3;4.0;5000000;microempresarial;2018-02-26
3069;masculino;industria;tienda;san javier no.1;2;13.0;6000000;microempresarial;2019-05-08
3070;femenino;industria;fabrica de;enciso;1;8.0;2000000;microempresarial;2016-12-05
3071;femenino;industria;fabrica de;robledo;2;7.0;7000000;microempresarial;2017-03-03
3072;femenino;industria;fabrica de;manrique central no. 1;2;4.0;7800000;microempresarial;2018-07-25
3073;femenino;comercio;variedades;cabecera san cristobal;1;60.0;782000;microempresarial;2018-08-22
3074;masculino;servicio;lavanderia;castilla;3;5.0;6000000;microempresarial;2017-11-23
3075;femenino;servicio;peluqueria;robledo;2;7.0;5000000;microempresarial;2016-09-09
3077;masculino;comercio;restaurante;cabecera san antonio ;2;80.0;6800000;microempresarial;2016-09-05
3078;femenino;comercio;fabrica de helados;barrio caicedo;2;9.0;6000000;microempresarial;2018-08-29
3079;masculino;industria;fabrica de calzado;el rincon;2;16.0;2000000;microempresarial;2016-06-15
3080;masculino;servicio;gimnasio;belen;3;16.0;7800000;microempresarial;2018-06-14
3081;masculino;industria;recreativo educativo;enciso;2;8.0;6800000;microempresarial;2016-03-31
3082;femenino;comercio;comidas rapidas;manrique oriental;2;3.0;5000000;microempresarial;2018-08-08
3084;femenino;comercio;organización y;santo domingo savio ;1;1.0;8000000;microempresarial;2019-05-03
3085;femenino;industria;fabrica de;manrique central no. 1;3;4.0;3000000;microempresarial;2018-08-17
3086;masculino;comercio;tienda;manrique oriental;2;3.0;2000000;microempresarial;2019-03-28
3087;masculino;servicio;restaurante;buenos aires;3;9.0;30000000;empresarial ed.;2017-11-14
3088;femenino;servicio;restaurante;popular;2;1.0;6300000;microempresarial;2016-08-25
3090;masculino;servicio;tienda;aranjuez;2;4.0;4400000;microempresarial;2017-09-21
3091;femenino;industria;fabrica de;manrique central no. 1;3;4.0;8200000;microempresarial;2019-06-26
