;sexo;tipo_de_emprendimiento;idea_negocio;barrio;estrato;comuna_ciudadano;monto_del_credito;línea_credito;fecha_de_beneficio
0;masculino;comercio;fabrica de;prado;3;10.0;5000000;microempresarial;2018-07-13
1;femenino;servicio;recreativo educativo;barrio caicedo;1;9.0;6000000;microempresarial;2017-10-30
2;femenino;comercio;tienda;aranjuez;2;4.0;7300000;microempresarial;2017-08-03
3;masculino;comercio;variedades;cabecera san cristobal;3;60.0;7000000;microempresarial;2017-11-20
4;femenino;comercio;fabrica de;robledo;2;7.0;5000000;microempresarial;2017-02-23
5;femenino;comercio;variedades;picachito;1;6.0;7000000;microempresarial;2017-05-31
6;femenino;industria;fabrica de;guayabal;3;15.0;2000000;microempresarial;2016-02-20
7;femenino;comercio;tienda;carpinelo;1;1.0;3300000;microempresarial;2017-02-14
8;masculino;comercio;variedades;belalcazar;2;5.0;7800000;microempresarial;2018-05-07
9;femenino;comercio;variedades;manrique central no. 1;1;4.0;7800000;microempresarial;2018-05-03
10;femenino;industria;fabrica de;manrique central no. 2;2;3.0;4500000;microempresarial;2017-02-28
11;masculino;agropecuaria;sembrados;santa elena central;2;90.0;13000000;agropecuaria;2016-12-23
12;femenino;comercio;comidas rapidas;andalucia;2;2.0;7800000;microempresarial;2018-04-12
13;masculino;industria;fabrica de;san javier no.1;1;13.0;4000000;microempresarial;2018-08-23
14;masculino;servicio;variedades;belencito;2;13.0;7800000;microempresarial;2018-07-30
15;masculino;comercio;miscelanea;centro admtivo;3;10.0;1000000;microempresarial;2018-02-14
16;femenino;comercio;variedades;cabecera san antonio ;2;80.0;7000000;microempresarial;2017-11-16
17;femenino;servicio;cafe e internet;manrique central no. 1;3;4.0;8000000;microempresarial;2019-04-29
18;masculino;comercio;tienda;villa hermosa;3;8.0;5000000;microempresarial;2018-06-27
19;femenino;comercio;venta de calzado;playon de los ;2;2.0;7000000;microempresarial;2017-02-27
20;femenino;comercio;productos de belleza;buenos aires;3;9.0;7300000;microempresarial;2017-07-24
21;masculino;comercio;tienda;manrique central no. 1;2;4.0;6000000;microempresarial;2018-09-14
22;femenino;comercio;tienda;popular;2;1.0;6000000;microempresarial;2018-10-11
23;femenino;comercio;almacen de ropa en;robledo;2;7.0;6000000;microempresarial;2018-02-15
24;femenino;comercio;variedades;tricentenario;3;5.0;4000000;microempresarial;2017-11-20
25;masculino;servicio;barberia;calasanz;2;12.0;7377000;microempresarial;2017-09-26
26;masculino;industria;fabrica de;aranjuez;3;4.0;6500000;microempresarial;2016-10-24
27;femenino;comercio;comidas rapidas;buenos aires;2;9.0;1500000;microempresarial;2019-06-28
28;masculino;comercio;variedades;andalucia;2;2.0;7800000;microempresarial;2018-08-17
29;femenino;servicio;peluqueria;pedregal;3;6.0;7300000;microempresarial;2017-10-27
30;femenino;servicio;jardineria;la francia;2;2.0;7377000;microempresarial;2017-06-12
31;femenino;comercio;variedades;santa cruz;2;2.0;4000000;microempresarial;2017-06-14
32;femenino;comercio;tienda;san javier no.1;2;13.0;7800000;microempresarial;2018-02-06
33;femenino;comercio;variedades;la floresta;3;12.0;7300000;microempresarial;2017-09-05
34;femenino;comercio;variedades;belen;3;16.0;6890000;microempresarial;2016-09-16
35;masculino;comercio;tienda;las brisas;3;5.0;6000000;microempresarial;2018-01-15
36;femenino;comercio;peluqueria;castilla;3;5.0;2500000;microempresarial;2017-08-11
37;masculino;industria;fabrica de alimentos;san javier no.1;2;13.0;6800000;microempresarial;2016-10-27
38;femenino;comercio;almacen de ropa en;cabecera san antonio ;2;80.0;4000000;microempresarial;2016-09-22
39;masculino;industria;variedades;cabecera san antonio ;2;80.0;5000000;credioportuno;2017-07-24
40;masculino;industria;fabrica de;guayabal;2;15.0;4000000;microempresarial;2016-03-02
41;masculino;industria;fabrica de;belen;2;16.0;6500000;microempresarial;2016-05-24
42;femenino;comercio;comidas rapidas;santander;2;6.0;1200000;microempresarial;2018-07-27
43;femenino;comercio;almacen de ropa en;prado;3;10.0;7000000;microempresarial;2017-11-20
44;femenino;comercio;comidas rapidas;santa cruz;2;2.0;1500000;microempresarial;2018-03-22
45;masculino;industria;fabrica de traperos;aranjuez;3;4.0;2000000;microempresarial;2016-02-24
46;femenino;comercio;variedades;castilla;3;5.0;4000000;microempresarial;2017-02-15
47;masculino;industria;fabrica de alimentos;san javier no.2;3;13.0;6890000;microempresarial;2016-02-29
49;masculino;industria;fabrica de;san javier no.1;1;13.0;6000000;microempresarial;2017-08-15
50;masculino;servicio;variedades;pedregal;3;6.0;7000000;microempresarial;2017-04-24
51;masculino;comercio;panaderia;cabecera san antonio ;2;80.0;3000000;microempresarial;2017-04-27
52;masculino;servicio;mantenimiento en;la milagrosa;2;9.0;7000000;microempresarial;2018-05-16
53;masculino;comercio;variedades;la floresta;3;12.0;6000000;microempresarial;2016-08-16
54;femenino;comercio;fabrica de;san javier no.1;1;13.0;7300000;microempresarial;2017-10-05
55;masculino;comercio;tienda;cabecera san antonio ;3;80.0;5500000;microempresarial;2018-05-21
56;femenino;comercio;tienda de helados;robledo;3;7.0;7800000;microempresarial;2018-05-23
57;femenino;comercio;variedades;tricentenario;3;5.0;7000000;microempresarial;2017-04-27
58;femenino;comercio;miscelanea;villa hermosa;3;8.0;6890000;microempresarial;2016-12-19
59;masculino;servicio;mantenimiento en;andalucia;1;2.0;6890000;microempresarial;2016-01-22
60;femenino;comercio;tienda;bombona no. 1;3;10.0;4000000;microempresarial;2016-10-05
61;masculino;industria;fabrica de;santa cruz;2;2.0;6890000;microempresarial;2016-09-30
62;femenino;comercio;almacen de ropa en;manrique oriental;2;3.0;1200000;microempresarial;2017-02-08
63;femenino;comercio;fabrica de;villa liliam;1;13.0;7800000;microempresarial;2019-02-06
64;masculino;comercio;tienda;kennedy;2;6.0;5000000;microempresarial;2018-09-27
65;femenino;comercio;variedades;robledo;2;7.0;6000000;microempresarial;2016-10-28
66;femenino;comercio;tienda;santa cruz;2;2.0;4000000;microempresarial;2016-04-04
67;femenino;comercio;variedades;popular;2;1.0;6500000;microempresarial;2016-02-29
68;masculino;comercio;comidas rapidas;doce de octubre no.1;2;6.0;5000000;microempresarial;2018-05-21
69;masculino;servicio;bares;san javier no.1;2;13.0;5000000;microempresarial;2018-07-16
70;masculino;industria;fabrica de;buenos aires;3;9.0;7800000;microempresarial;2018-03-06
71;femenino;comercio;peluqueria;pedregal;3;6.0;7000000;microempresarial;2017-04-18
72;femenino;comercio;almacen de ropa en;robledo;2;7.0;4000000;microempresarial;2018-07-03
73;femenino;comercio;tienda;robledo;2;7.0;5000000;microempresarial;2018-09-05
74;femenino;comercio;peluqueria;robledo;2;7.0;6000000;microempresarial;2018-05-03
75;femenino;agropecuaria;criadero de animales;la floresta;2;12.0;6890000;microempresarial;2016-06-14
76;masculino;comercio;almacen de ropa en;popular;1;1.0;7800000;microempresarial;2018-10-18
77;masculino;comercio;tienda;la milagrosa;3;9.0;5000000;microempresarial;2018-02-20
79;femenino;comercio;restaurante;enciso;3;8.0;7000000;microempresarial;2017-03-09
80;femenino;servicio;organización y;pedregal;3;6.0;7377000;microempresarial;2017-10-12
81;femenino;industria;fabrica de;el salvador;2;9.0;7377000;microempresarial;2017-06-06
82;femenino;industria;fabrica de;manrique central no. 1;2;4.0;3000000;microempresarial;2018-04-27
83;masculino;servicio;restaurante;belen;3;16.0;7350000;microempresarial;2017-04-03
84;femenino;comercio;variedades;buenos aires;3;9.0;1000000;microempresarial;2017-06-20
85;masculino;comercio;tienda;aranjuez;1;4.0;3000000;microempresarial;2017-09-04
86;femenino;servicio;peluqueria;el salvador;2;60.0;3000000;microempresarial;2017-09-19
87;femenino;industria;fabrica de;la esperanza;1;6.0;3000000;microempresarial;2018-04-12
88;femenino;comercio;panaderia;playon de los ;2;2.0;6000000;microempresarial;2016-11-22
89;femenino;comercio;almacen de ropa en;santa cruz;2;2.0;6000000;microempresarial;2017-02-21
90;masculino;comercio;tienda;robledo;1;7.0;5000000;microempresarial;2017-12-18
91;femenino;comercio;comidas rapidas;robledo;3;7.0;7800000;microempresarial;2018-01-29
92;femenino;industria;fabrica de;barrio caicedo;2;9.0;5000000;microempresarial;2017-03-16
93;masculino;servicio;variedades;santo domingo savio ;1;1.0;7000000;microempresarial;2018-02-28
94;femenino;comercio;variedades;aranjuez;2;4.0;3000000;microempresarial;2016-08-25
95;masculino;servicio;comidas rapidas;robledo;2;7.0;7377000;microempresarial;2017-03-29
96;femenino;comercio;tienda;popular;2;1.0;7300000;microempresarial;2017-06-29
97;femenino;comercio;almacen de ropa en;robledo;2;7.0;6000000;microempresarial;2017-03-09
98;masculino;comercio;tienda;el salvador;3;9.0;1000000;microempresarial;2016-04-12
99;femenino;comercio;miscelanea;centro admtivo;1;10.0;5000000;microempresarial;2018-02-15
100;femenino;comercio;variedades;doce de octubre no.1;2;6.0;3000000;microempresarial;2017-03-02
101;masculino;comercio;fabrica de;centro admtivo;2;10.0;4500000;microempresarial;2018-01-24
102;femenino;comercio;fabrica de alimentos;campo valdes no. 2;1;3.0;3000000;microempresarial;2017-11-24
103;masculino;comercio;variedades;campo valdes no. 1;3;4.0;4000000;microempresarial;2018-06-06
104;femenino;servicio;fabrica de arepas;villa hermosa;3;8.0;1050000;microempresarial;2016-08-24
105;femenino;industria;carpinteria;belen;3;16.0;7800000;microempresarial;2018-01-30
106;femenino;comercio;variedades;calasanz;3;12.0;3000000;microempresarial;2018-05-16
108;femenino;servicio;variedades;las palmas;2;10.0;4400000;microempresarial;2017-12-22
109;masculino;comercio;tienda;girardot;3;5.0;8200000;microempresarial;2019-05-16
110;masculino;servicio;drogueria;cabecera san cristobal;2;60.0;7800000;microempresarial;2018-07-12
111;femenino;industria;fabrica de;moravia;2;4.0;7800000;microempresarial;2018-06-01
112;femenino;comercio;tienda;enciso;2;8.0;7000000;microempresarial;2017-04-18
113;femenino;comercio;almacen de ropa en;cabecera san antonio ;2;80.0;7377000;microempresarial;2017-02-09
114;femenino;comercio;tienda de helados;san javier no.1;2;13.0;30000000;empresarial ed.;2017-09-27
115;femenino;comercio;almacen de ropa en;antonio nariño;2;13.0;6890000;microempresarial;2016-08-16
116;masculino;comercio;productos de mar;santa cruz;2;2.0;2500000;microempresarial;2018-06-07
117;femenino;agropecuaria;criadero de animales;cabecera san antonio ;2;80.0;7300000;microempresarial;2017-12-05
118;masculino;servicio;cafe e internet;moravia;3;4.0;3000000;microempresarial;2018-02-13
119;femenino;industria;fabrica de;popular;2;1.0;7800000;microempresarial;2018-08-24
120;masculino;industria;ebanistaria;manrique oriental;2;3.0;6500000;microempresarial;2016-12-06
121;femenino;comercio;variedades;las palmas;2;8.0;4400000;microempresarial;2018-05-22
122;masculino;agropecuaria;sembrados;santa elena central;2;90.0;10000000;agropecuaria;2017-07-26
123;femenino;comercio;variedades;aranjuez;3;4.0;36;microempresarial;2018-02-02
124;masculino;industria;fabrica de calzado;el socorro;2;13.0;7370000;microempresarial;2017-12-12
125;masculino;industria;fabrica de;doce de octubre no.1;1;6.0;6800000;microempresarial;2016-07-27
126;femenino;comercio;fabrica de helados;manrique central no. 1;2;4.0;6000000;microempresarial;2016-10-04
127;femenino;comercio;miscelanea;lopez de mesa;3;7.0;2000000;microempresarial;2017-10-18
128;femenino;comercio;bares;aures no. 2;2;7.0;2500000;microempresarial;2019-03-01
129;masculino;servicio;variedades;popular;2;1.0;5000000;microempresarial;2017-08-31
130;femenino;comercio;miscelanea;buenos aires;2;9.0;7370000;microempresarial;2017-01-24
131;femenino;comercio;papeleria;cabecera san antonio ;2;80.0;2000000;microempresarial;2018-12-11
132;masculino;servicio;restaurante;centro admtivo;3;10.0;4000000;microempresarial;2017-11-08
133;femenino;comercio;carniceria;robledo;3;7.0;4000000;microempresarial;2017-10-13
134;femenino;industria;fabrica de;castilla;2;5.0;8200000;microempresarial;2019-01-18
135;femenino;comercio;comidas rapidas;san jose de la cima no. ;1;3.0;2000000;microempresarial;2018-02-16
136;femenino;servicio;comidas rapidas;palermo;1;4.0;3500000;microempresarial;2016-08-18
137;masculino;servicio;tienda;13 de noviembre;1;8.0;7200000;microempresarial;2017-08-15
138;femenino;servicio;mantenimiento en;tejelo;3;5.0;7377000;microempresarial;2017-04-03
139;femenino;industria;fabrica de;doce de octubre no.1;1;6.0;2000000;microempresarial;2016-04-15
140;femenino;comercio;variedades;francisco antonio zea;2;5.0;781000;microempresarial;2018-02-09
141;femenino;comercio;tienda;picacho;1;6.0;8200000;microempresarial;2019-05-29
142;masculino;comercio;almacen de ropa en;girardot;3;5.0;3000000;microempresarial;2017-02-23
143;masculino;industria;carpinteria;manrique oriental;1;3.0;6900000;microempresarial;2016-12-16
144;femenino;servicio;peluqueria;buenos aires;3;9.0;7377000;microempresarial;2017-06-13
145;femenino;comercio;variedades;el salvador;2;9.0;6500000;microempresarial;2017-10-27
146;masculino;servicio;cafeteria;santa elena central;2;90.0;6000000;microempresarial;2016-05-16
147;masculino;servicio;barberia;robledo;2;7.0;6000000;microempresarial;2018-05-08
148;masculino;comercio;peluqueria;belen;3;16.0;7800000;microempresarial;2018-06-08
149;femenino;industria;fabrica de;la loma oriental;2;60.0;6890000;microempresarial;2016-12-16
150;masculino;servicio;barberia;la loma;1;60.0;7800000;microempresarial;2018-08-24
151;femenino;servicio;cafe e internet;buenos aires;3;9.0;6890000;microempresarial;2016-12-05
152;femenino;servicio;fabrica de;castilla;3;5.0;7377000;microempresarial;2017-02-09
153;masculino;comercio;variedades;barrio caicedo;2;9.0;7300000;microempresarial;2017-10-24
154;masculino;industria;fabrica de;manrique oriental;2;3.0;4000000;microempresarial;2018-06-18
155;masculino;servicio;peluqueria;robledo;2;7.0;7000000;microempresarial;2018-02-21
156;femenino;servicio;comidas rapidas;florencia;3;5.0;1500000;microempresarial;2018-10-18
157;femenino;comercio;comidas rapidas;andalucia;2;2.0;5000000;microempresarial;2018-06-21
158;masculino;servicio;mantenimiento en;enciso;3;8.0;7800000;microempresarial;2018-09-27
159;masculino;comercio;comidas rapidas;doce de octubre no.1;2;6.0;4000000;microempresarial;2018-10-24
160;femenino;industria;fabrica de;manrique central no. 2;2;3.0;4500000;microempresarial;2019-06-12
161;masculino;industria;fabrica de muebles;cabecera san cristobal;3;60.0;7800000;microempresarial;2018-10-26
162;femenino;comercio;comidas rapidas;aranjuez;3;4.0;4000000;microempresarial;2017-06-13
163;masculino;industria;fabrica de alimentos;robledo;3;7.0;7800000;microempresarial;2018-11-01
164;femenino;comercio;tienda;robledo;2;7.0;5000000;microempresarial;2017-02-13
165;femenino;comercio;comidas rapidas;san javier no.1;1;13.0;7800000;microempresarial;2018-03-14
166;femenino;servicio;cafe e internet;robledo;1;7.0;6000000;microempresarial;2016-06-24
167;femenino;industria;fabrica de;manrique central no. 1;1;4.0;2500000;microempresarial;2018-11-13
168;femenino;comercio;legumbreria;manrique central no. 2;2;3.0;6000000;microempresarial;2016-04-14
169;masculino;servicio;cafe e internet;buenos aires;3;9.0;4000000;microempresarial;2018-02-06
170;femenino;comercio;variedades;robledo;1;7.0;7800000;microempresarial;2018-08-24
171;femenino;industria;fabrica de;la floresta;2;13.0;5000000;microempresarial;2018-12-21
172;femenino;comercio;variedades;cabecera san antonio ;2;80.0;6800000;microempresarial;2016-06-17
173;masculino;comercio;panaderia;pedregal alto;3;60.0;7000000;microempresarial;2017-12-04
174;masculino;comercio;ferreteria;villa del socorro;1;2.0;7800000;microempresarial;2018-02-15
175;femenino;comercio;variedades;buenos aires;3;9.0;1000000;microempresarial;2018-08-01
176;femenino;industria;fabrica de;la libertad;2;8.0;7800000;microempresarial;2018-05-31
177;femenino;comercio;variedades;el chagualo;3;10.0;7800000;microempresarial;2018-05-25
178;femenino;comercio;miscelanea;popular;1;1.0;4000000;microempresarial;2016-10-26
179;femenino;industria;fabrica de arepas;san javier no.1;3;13.0;6500000;microempresarial;2016-06-15
180;femenino;industria;fabrica de;aranjuez;2;4.0;3400000;microempresarial;2018-03-22
181;masculino;comercio;comidas rapidas;popular;2;1.0;4000000;microempresarial;2017-11-22
182;masculino;comercio;tienda;picacho;1;6.0;7000000;microempresarial;2018-05-04
183;femenino;industria;fabrica de;campo valdes no. 1;3;4.0;5000000;microempresarial;2019-01-25
184;femenino;servicio;tienda;enciso;2;8.0;5000000;microempresarial;2017-04-25
185;femenino;industria;fabrica de;santa cruz;2;2.0;7800000;microempresarial;2018-07-17
186;masculino;industria;fabrica de;trinidad;3;15.0;3000000;microempresarial;2016-05-19
187;femenino;comercio;fabrica de arepas;barrio caicedo;2;9.0;4000000;microempresarial;2019-03-20
188;femenino;industria;fabrica de;robledo;2;7.0;5000000;microempresarial;2018-08-17
189;femenino;comercio;variedades;el poblado;3;14.0;7000000;microempresarial;2017-06-16
190;femenino;comercio;comidas rapidas;santa cruz;2;2.0;6000000;microempresarial;2018-12-03
191;masculino;comercio;almacen de ropa en;santa cruz;2;2.0;8000000;microempresarial;2019-02-05
192;femenino;industria;carpinteria;cabecera san antonio ;2;80.0;6500000;microempresarial;2016-09-15
193;masculino;servicio;recreativo educativo;cabecera san cristobal;3;60.0;7800000;microempresarial;2019-02-06
194;femenino;industria;fabrica de;manrique central no. 1;2;4.0;8281000;microempresarial;2019-06-27
195;masculino;industria;fabrica de repuestos;la floresta;2;12.0;7800000;microempresarial;2018-07-09
196;femenino;comercio;tienda;la francia;2;2.0;6000000;microempresarial;2019-04-08
198;masculino;servicio;comidas rapidas;castilla;2;5.0;6890000;microempresarial;2016-04-26
199;femenino;servicio;distribuidora de;san javier no.1;2;13.0;7000000;microempresarial;2017-04-03
200;masculino;industria;fabrica de repuestos;guayabal;3;15.0;7300000;microempresarial;2017-12-29
201;femenino;industria;fabrica de;manrique central no. 1;2;4.0;3000000;microempresarial;2018-08-21
202;femenino;comercio;almacen de ropa en;20 de julio;1;13.0;2000000;microempresarial;2018-06-08
203;masculino;comercio;variedades;la milagrosa;3;9.0;5000000;microempresarial;2018-03-09
204;femenino;servicio;peluqueria;aranjuez;2;4.0;7800000;microempresarial;2018-09-24
205;femenino;servicio;recreativo educativo;castilla;3;5.0;7500000;microempresarial;2018-12-17
206;masculino;comercio;distribuidora de;villa hermosa;3;8.0;7300000;microempresarial;2017-08-04
207;femenino;comercio;restaurante;manrique central no. 1;2;4.0;6000000;microempresarial;2018-09-27
208;femenino;comercio;almacen de ropa en;buenos aires;3;9.0;7300000;microempresarial;2017-06-14
209;femenino;comercio;taller de electronica;barrio caicedo;1;9.0;3000000;microempresarial;2018-11-14
210;femenino;industria;fabrica de;castilla;3;5.0;7800000;microempresarial;2019-01-04
211;femenino;comercio;variedades;la pradera;2;13.0;7370000;microempresarial;2017-07-10
212;masculino;servicio;productos de belleza;robledo;2;4.0;5000000;microempresarial;2018-07-10
213;femenino;industria;fabrica de muebles;castilla;3;5.0;4000000;microempresarial;2017-09-22
214;masculino;industria;fabrica de;buenos aires;3;9.0;2500000;microempresarial;2019-06-12
215;femenino;industria;fabrica de;san pablo;2;1.0;1000000;microempresarial;2018-02-21
216;masculino;comercio;almacen de ropa en;robledo;2;7.0;7377000;microempresarial;2017-07-10
217;femenino;comercio;tienda;manrique central no. 2;3;3.0;5000000;microempresarial;2019-05-22
218;femenino;comercio;comidas rapidas;robledo;2;7.0;4000000;microempresarial;2017-01-27
219;femenino;comercio;variedades;jardin botanico;2;3.0;4000000;microempresarial;2019-01-30
220;masculino;industria;fabrica de;manrique oriental;1;3.0;7800000;microempresarial;2018-10-03
221;masculino;servicio;lavanderia;robledo;3;7.0;7800000;microempresarial;2018-07-09
222;femenino;industria;fabrica de;buenos aires;1;9.0;4000000;microempresarial;2018-07-12
223;femenino;comercio;venta de calzado;belen;2;16.0;4000000;microempresarial;2016-10-19
224;masculino;servicio;taller de electronica;san javier no.1;3;13.0;8122200;microempresarial;2019-02-15
225;masculino;comercio;tienda;manrique central no. 1;3;4.0;7800000;microempresarial;2018-05-10
226;masculino;comercio;papeleria;el salvador;3;9.0;7000000;microempresarial;2019-04-26
227;masculino;comercio;carpinteria;cabecera san cristobal;2;60.0;3000000;microempresarial;2018-08-01
228;masculino;industria;ebanistaria;belencito;2;13.0;4000000;microempresarial;2016-11-04
229;masculino;industria;fabrica de;cabecera san cristobal;2;60.0;4000000;microempresarial;2018-12-19
230;masculino;comercio;tienda;san antonio;3;8.0;4500000;microempresarial;2019-06-21
231;femenino;servicio;criadero de animales;belen;2;16.0;4000000;microempresarial;2017-03-09
232;femenino;comercio;variedades;miranda;2;4.0;2000000;microempresarial;2018-02-01
233;femenino;industria;fabrica de;tejelo;3;5.0;5000000;microempresarial;2017-04-24
234;masculino;servicio;recreativo educativo;la esperanza;3;6.0;6890000;microempresarial;2016-03-07
235;masculino;industria;ebanistaria;belencito;2;13.0;2000000;microempresarial;2018-05-18
236;femenino;industria;fabrica de;las esmeraldas;2;4.0;3000000;microempresarial;2018-03-06
237;femenino;servicio;recreativo educativo;robledo;2;7.0;2000000;microempresarial;2016-05-19
238;masculino;comercio;comidas rapidas;barrio caicedo;1;9.0;7500000;microempresarial;2018-10-03
240;masculino;comercio;restaurante;belen;2;16.0;5000000;microempresarial;2017-02-23
241;masculino;industria;comidas rapidas;moravia;2;4.0;3500000;microempresarial;2018-06-27
242;masculino;industria;fabrica de productos;santander;2;6.0;7377000;microempresarial;2017-08-18
243;masculino;industria;panaderia;castilla;2;5.0;7370000;microempresarial;2017-05-16
244;femenino;comercio;variedades;buenos aires;3;9.0;6800000;microempresarial;2017-02-15
245;masculino;industria;fabrica de;campo valdes no. 1;2;4.0;6000000;microempresarial;2018-03-07
246;femenino;comercio;almacen de ropa en;aranjuez;2;4.0;7812242;microempresarial;2018-08-13
247;femenino;servicio;mantenimiento en;doce de octubre no.1;1;6.0;6000000;microempresarial;2017-01-27
248;femenino;comercio;variedades;santander;2;6.0;6000000;microempresarial;2018-06-21
249;femenino;industria;fabrica de;campo valdes no. 1;3;4.0;7000000;microempresarial;2017-11-30
250;masculino;comercio;tienda de helados;campo valdes no. 1;2;4.0;6890000;microempresarial;2016-04-11
251;masculino;comercio;tienda;belencito;2;13.0;6890000;microempresarial;2016-03-10
252;femenino;servicio;peluqueria;campo valdes no. 1;3;4.0;7800000;microempresarial;2018-04-03
253;masculino;servicio;organización y;florencia;3;5.0;6000000;microempresarial;2018-08-21
254;femenino;industria;fabrica de;santa cruz;2;2.0;4500000;microempresarial;2018-07-09
255;masculino;comercio;variedades;robledo;2;7.0;7377000;microempresarial;2017-01-17
256;masculino;industria;fabrica de;pablo vi;2;2.0;7000000;microempresarial;2017-05-16
257;femenino;servicio;comidas rapidas;boyaca;3;5.0;6000000;microempresarial;2018-03-06
258;masculino;servicio;variedades;robledo;2;7.0;4000000;microempresarial;2016-12-30
259;femenino;comercio;tienda;manrique central no. 2;2;3.0;3500000;microempresarial;2016-05-06
260;femenino;industria;fabrica de;robledo;2;7.0;3800000;microempresarial;2018-07-10
261;masculino;comercio;cafeteria;santa cruz;2;2.0;7800000;microempresarial;2018-08-08
262;femenino;comercio;variedades;belen;3;16.0;7370000;microempresarial;2017-07-12
263;femenino;comercio;variedades;la francia;2;2.0;6000000;microempresarial;2018-08-01
264;masculino;comercio;legumbreria;pedregal;3;6.0;7800000;microempresarial;2018-03-15
265;masculino;comercio;variedades;campo valdes no. 1;3;4.0;7000000;microempresarial;2018-03-07
266;masculino;comercio;restaurante;boyaca;3;5.0;6000000;microempresarial;2017-05-05
268;femenino;comercio;almacen de ropa en;robledo;1;7.0;6000000;microempresarial;2017-05-17
269;femenino;comercio;variedades;prado;3;10.0;6890000;microempresarial;2016-04-18
270;femenino;servicio;servicios;robledo;2;7.0;7300000;microempresarial;2017-07-19
271;femenino;comercio;distribuidora de;cabecera san cristobal;2;60.0;4000000;microempresarial;2017-08-17
272;femenino;industria;fabrica de;picacho;1;6.0;4000000;microempresarial;2016-09-07
273;femenino;comercio;fabrica de;santa cruz;2;2.0;7812000;microempresarial;2018-07-18
274;masculino;industria;fabrica de;doce de octubre no.1;1;6.0;5000000;microempresarial;2017-05-31
275;femenino;comercio;variedades;picacho;2;6.0;5000000;microempresarial;2018-07-04
276;femenino;servicio;mantenimiento en;san joaquin;3;11.0;7800000;microempresarial;2018-08-09
277;femenino;comercio;variedades;castilla;3;5.0;6000000;microempresarial;2016-09-02
278;masculino;servicio;mantenimiento en;la america;3;12.0;6890000;microempresarial;2016-05-10
279;masculino;industria;fabrica de;robledo;2;7.0;5000000;microempresarial;2017-11-15
280;femenino;comercio;comidas rapidas;manrique oriental;2;7.0;7800000;microempresarial;2018-05-30
281;femenino;industria;fabrica de;manrique central no. 2;2;3.0;7800000;microempresarial;2018-01-29
282;femenino;servicio;cafe e internet;san javier no.1;1;13.0;3000000;microempresarial;2018-10-31
283;masculino;comercio;comidas rapidas;enciso;2;8.0;8000000;microempresarial;2019-06-12
284;femenino;comercio;tienda;campo valdes no. 1;3;4.0;300000;microempresarial;2016-02-25
285;femenino;comercio;almacen de ropa en;villa niza;2;2.0;5000000;microempresarial;2018-04-12
286;masculino;comercio;almacen de ropa en;barrio caicedo;1;9.0;5500000;microempresarial;2018-08-14
287;femenino;industria;fabrica de;la francia;2;2.0;6890000;microempresarial;2016-11-01
288;masculino;comercio;distribuidora de;el pinal;2;8.0;8281000;microempresarial;2019-04-03
289;femenino;industria;fabrica de;buenos aires;3;9.0;8000000;microempresarial;2019-03-11
290;femenino;industria;fabrica de;manrique central no. 1;2;4.0;5000000;microempresarial;2018-04-24
291;masculino;comercio;restaurante;la colina;3;15.0;4000000;microempresarial;2017-06-20
292;femenino;industria;fabrica de;santander;3;6.0;3500000;microempresarial;2017-02-08
293;masculino;industria;fabrica de;campo valdes no. 1;2;4.0;7300000;microempresarial;2017-12-06
294;femenino;industria;variedades;aranjuez;3;4.0;3000000;microempresarial;2018-10-11
295;femenino;servicio;mantenimiento en;buenos aires;1;9.0;7000000;microempresarial;2017-11-16
296;masculino;comercio;variedades;robledo;2;7.0;5000000;microempresarial;2018-01-26
297;masculino;comercio;comidas rapidas;aranjuez;2;4.0;1500000;microempresarial;2018-05-10
298;femenino;industria;fabrica de repuestos;san benito;3;10.0;5000000;microempresarial;2018-05-28
299;femenino;servicio;peluqueria;aranjuez;3;4.0;6000000;microempresarial;2017-02-14
300;femenino;industria;variedades;aranjuez;3;4.0;7800000;microempresarial;2018-05-04
301;femenino;comercio;comidas rapidas;robledo;3;7.0;5000000;microempresarial;2018-02-22
302;femenino;industria;fabrica de;aranjuez;3;4.0;3000000;microempresarial;2018-04-10
303;masculino;comercio;fabrica de calzado;manila;3;14.0;1500000;microempresarial;2019-04-22
304;femenino;comercio;comidas rapidas;robledo;2;7.0;7300000;microempresarial;2017-12-06
305;masculino;industria;carpinteria;santa cruz;1;2.0;4000000;microempresarial;2016-08-11
306;masculino;comercio;fabrica de alimentos;popular;2;1.0;7800000;microempresarial;2018-11-07
307;femenino;industria;fabrica de;manrique central no. 1;3;4.0;5000000;microempresarial;2018-05-17
308;femenino;industria;fabrica de;lopez de mesa;3;7.0;5000000;microempresarial;2017-09-20
309;femenino;comercio;variedades;pedregal;3;6.0;7377000;microempresarial;2017-10-25
310;femenino;industria;fabrica de;popular;2;1.0;6000000;microempresarial;2016-08-31
311;femenino;industria;fabrica de;robledo;1;7.0;7000000;microempresarial;2019-02-21
312;femenino;industria;fabrica de;manrique central no. 2;2;3.0;3000000;microempresarial;2017-08-10
313;femenino;comercio;variedades;enciso;2;8.0;1000000;microempresarial;2017-10-26
314;masculino;comercio;variedades;campo valdes no. 1;3;4.0;7800000;microempresarial;2018-07-16
315;femenino;servicio;comidas rapidas;buenos aires;3;9.0;6000000;microempresarial;2016-07-12
316;femenino;comercio;comidas rapidas;la palma;2;16.0;7000000;microempresarial;2018-06-22
